Key,Frequency,Percentage
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,39,7.77%
IncreaseDecreaseInContractWithCustomerAsset,39,7.77%
FinancingReceivableRecordedInvestmentNonaccrualStatus,39,7.77%
DisposalGroupIncludingDiscontinuedOperationInventory,39,7.77%
IncreaseDecreaseInOtherCurrentLiabilities,39,7.77%
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedThreeYears,39,7.77%
OtherOperatingIncome,39,7.77%
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedFourYears,39,7.77%
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedFiveYears,39,7.77%
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedTwoYears,39,7.77%
HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,39,7.77%
AllowanceForLoanAndLeaseLossesWriteOffs,39,7.77%
ShareBasedCompensationArrangementByShareBasedPaymentAwardPlanModificationIncrementalCompensationCost,39,7.77%
EquitySecuritiesFvNiCost,39,7.77%
AccruedEnvironmentalLossContingenciesNoncurrent,39,7.77%
AccruedEnvironmentalLossContingenciesCurrent,39,7.77%
ProductWarrantyAccrualPreexistingIncreaseDecrease,39,7.77%
DeferredTaxAssetsGrossNoncurrent,39,7.77%
ShippingHandlingAndTransportationCosts,39,7.77%
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,39,7.77%
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,39,7.77%
ContractualObligationDueInSecondYear,39,7.77%
ContractualObligationDueAfterFifthYear,39,7.77%
SelfInsuranceReserve,39,7.77%
DebtInstrumentUnamortizedPremium,39,7.77%
IncomeTaxReconciliationDeductionsOther,39,7.77%
FiniteLivedIntangibleAssetsPeriodIncreaseDecrease,38,7.57%
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageRemainingContractualTerm1,38,7.57%
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentBeforeTaxPeriodIncreaseDecrease,38,7.57%
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,38,7.57%
RestructuringAndRelatedCostExpectedNumberOfPositionsEliminated,38,7.57%
ShortTermBankLoansAndNotesPayable,38,7.57%
SegmentReportingInformationOperatingIncomeLoss,38,7.57%
LineOfCreditFacilityFairValueOfAmountOutstanding,38,7.57%
NotionalAmountOfInterestRateCashFlowHedgeDerivatives,38,7.57%
DeferredTaxAssetsOtherComprehensiveLoss,38,7.57%
OciBeforeReclassificationsBeforeTaxAttributableToParent,38,7.57%
InvestmentIncomeNonoperating,38,7.57%
ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets,38,7.57%
LiabilityForClaimsAndClaimsAdjustmentExpense,38,7.57%
AssetsHeldForSaleAtCarryingValue,38,7.57%
BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueHigh,38,7.57%
DerivativeAssetsLiabilitiesAtFairValueNet,38,7.57%
DefinedBenefitPlanEstimatedFutureEmployerContributionsInCurrentFiscalYear,38,7.57%
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedThereafter,38,7.57%
DisposalGroupIncludingDiscontinuedOperationConsideration,38,7.57%
ProceedsAndExcessTaxBenefitFromSharebasedCompensation,38,7.57%
ProceedsFromHedgeInvestingActivities,38,7.57%
DeferredTaxAssetInterestCarryforward,38,7.57%
MultiemployerPlanPeriodContributions,38,7.57%
ProceedsFromDivestitureOfInterestInConsolidatedSubsidiaries,38,7.57%
DilutiveSecurities,38,7.57%
PaymentsForRepurchaseOfRedeemablePreferredStock,38,7.57%
DeferredCompensationArrangementWithIndividualCompensationExpense,38,7.57%
IncreaseDecreaseInPrepaidExpense,38,7.57%
ContractWithCustomerLiabilityIncreaseDecreaseForContractAcquiredInBusinessCombination,37,7.37%
ParticipatingSecuritiesDistributedAndUndistributedEarnings,37,7.37%
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,37,7.37%
TemporaryEquityCarryingAmountAttributableToParent,37,7.37%
RestructuringAndRelatedCostExpectedCostRemaining1,37,7.37%
ProceedsFromOtherDebt,37,7.37%
DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,37,7.37%
PreferredStockRedemptionPremium,37,7.37%
OperatingLeasesRentExpenseSubleaseRentals1,37,7.37%
DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,37,7.37%
DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateBenefitObligation,37,7.37%
BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue,37,7.37%
PreferredStockNoParValue,37,7.37%
DefinedBenefitPlanDebtSecurities,37,7.37%
DebtInstrumentRepurchasedFaceAmount,37,7.37%
PaymentsForHedgeFinancingActivities,37,7.37%
NotesPayableCurrent,37,7.37%
DividendsPayableAmount,37,7.37%
NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,37,7.37%
SalesTypeAndDirectFinancingLeasesLeaseReceivablePaymentsToBeReceivedNextTwelveMonths,37,7.37%
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,37,7.37%
DeferredTaxLiabilitiesDeferredExpense,37,7.37%
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,37,7.37%
ProceedsFromContributionsFromAffiliates,37,7.37%
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,37,7.37%
IncomeTaxReconciliationDispositionOfAssets,37,7.37%
AccruedEmployeeBenefitsCurrent,37,7.37%
SupplierFinanceProgramObligationCurrent,37,7.37%
InterestExpenseLongTermDebt,37,7.37%
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,36,7.17%
EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentAnnualAmount,36,7.17%
VariableInterestEntityConsolidatedCarryingAmountAssets,36,7.17%
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetIncome,36,7.17%
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationTax,36,7.17%
FairValueAssetsMeasuredOnRecurringBasisCashAndCashEquivalents,36,7.17%
CommonStocksIncludingAdditionalPaidInCapital,36,7.17%
OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent,36,7.17%
DefinedBenefitPlanEquitySecurities,36,7.17%
AccountsReceivableNetNoncurrent,36,7.17%
NotionalAmountOfForeignCurrencyCashFlowHedgeDerivatives,36,7.17%
ValuationAllowancesAndReservesAdjustments,36,7.17%
Deposits,36,7.17%
DebtInstrumentBasisSpreadOnVariableRate,36,7.17%
RepaymentsOfDebtAndCapitalLeaseObligations,36,7.17%
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationNetOfTax,36,7.17%
IndefiniteLivedIntangibleAssets,36,7.17%
ProceedsFromDerivativeInstrumentInvestingActivities,36,7.17%
StockIssuedDuringPeriodValueRestrictedStockAwardGross,36,7.17%
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageRemainingContractualTerm,36,7.17%
IncomeTaxReconciliationTaxCreditsOther,36,7.17%
ImpairedFinancingReceivableRecordedInvestment,36,7.17%
OperatingLeasesRentExpenseContingentRentals,36,7.17%
TradingSecuritiesUnrealizedHoldingGainLoss,35,6.97%
RestructuringReserveSettledWithoutCash1,35,6.97%
PaymentsToAcquireAvailableForSaleSecuritiesEquity,35,6.97%
GainLossOnSaleOfDerivatives,35,6.97%
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,35,6.97%
PaymentsForProceedsFromDerivativeInstrumentInvestingActivities,35,6.97%
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsCreditLossesOnDebtSecuritiesHeld,35,6.97%
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax,35,6.97%
RecordedUnconditionalPurchaseObligationDueWithinOneYear,35,6.97%
OtherAdjustmentsForNoncashItemsIncludedInIncomeLossFromContinuingOperations,35,6.97%
InterestRateDerivativeAssetsAtFairValue,35,6.97%
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostTaxEffect,35,6.97%
ProceedsFromDerivativeInstrumentFinancingActivities,35,6.97%
InterestPaidCapitalized,35,6.97%
EffectiveIncomeTaxRateReconciliationTaxCreditsOther,35,6.97%
CapitalizedContractCostImpairmentLoss,35,6.97%
DisposalGroupIncludingDiscontinuedOperationDeferredTaxLiabilities,35,6.97%
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,35,6.97%
ConversionOfStockAmountConverted1,35,6.97%
TemporaryEquityNetIncome,35,6.97%
FinancingReceivableAllowanceForCreditLossesPeriodIncreaseDecrease,35,6.97%
CashFlowHedgeGainLossReclassifiedToEarningsNet,35,6.97%
PaymentsForProceedsFromHedgeInvestingActivities,35,6.97%
InterestIncomeOperating,35,6.97%
InterestAndDividendIncomeOperating,35,6.97%
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,35,6.97%
FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,35,6.97%
FinancingReceivableCollectivelyEvaluatedForImpairment,35,6.97%
ContractualObligationDueInThirdYear,35,6.97%
ContractualObligationDueInFifthYear,35,6.97%
FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss,34,6.77%
LossContingencyRangeOfPossibleLossMinimum,34,6.77%
SalesAndExciseTaxPayableCurrent,34,6.77%
SegmentReportingSegmentAssets,34,6.77%
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,34,6.77%
ProceedsFromOtherShortTermDebt,34,6.77%
AccruedLiabilities,34,6.77%
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTaxParent,34,6.77%
OtherCommitmentDueInNextTwelveMonths,34,6.77%
ResearchAndDevelopmentInProcess,34,6.77%
EffectiveIncomeTaxRateReconciliationDeductionsOther,34,6.77%
RevenueRemainingPerformanceObligationPercentage,34,6.77%
StockIssuedDuringPeriodValueOther,34,6.77%
IncomeTaxReconciliationTaxSettlementsForeign,34,6.77%
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation,34,6.77%
UnsecuredLongTermDebt,34,6.77%
GainLossOnSaleOfSecuritiesNet,34,6.77%
DerivativeNumberOfInstrumentsHeld,34,6.77%
RestructuringAndRelatedCostCostIncurredToDate,34,6.77%
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,34,6.77%
OtherInventorySupplies,34,6.77%
PreferredStockLiquidationPreferenceValue,34,6.77%
SaleAndLeasebackTransactionGainLossNet,34,6.77%
PreferredStockDividendsPerShareDeclared,34,6.77%
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,34,6.77%
FinancingReceivableIndividuallyEvaluatedForImpairment,34,6.77%
StockGrantedDuringPeriodValueSharebasedCompensation,34,6.77%
ProceedsFromSaleOfOtherProductiveAssets,34,6.77%
ProceedsFromRepaymentsOfOtherDebt,34,6.77%
ExcessOfReplacementOrCurrentCostsOverStatedLIFOValue,34,6.77%
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,34,6.77%
AccountsNotesAndLoansReceivableNetCurrent,34,6.77%
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,34,6.77%
IncreaseDecreaseInDeposits,34,6.77%
MarketableSecuritiesUnrealizedGainLoss,34,6.77%
ContractualObligationDueInFourthYear,34,6.77%
DueFromRelatedParties,34,6.77%
AccruedLiabilitiesCurrentAndNoncurrent,34,6.77%
NumberOfStatesInWhichEntityOperates,34,6.77%
ReportingUnitPercentageOfFairValueInExcessOfCarryingAmount,34,6.77%
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsNetOfTax,34,6.77%
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,34,6.77%
PaymentsToAcquireNotesReceivable,33,6.57%
ProductWarrantyAccrualAdditionsFromBusinessAcquisition,33,6.57%
TaxesPayableCurrentAndNoncurrent,33,6.57%
EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentCumulativeAmount,33,6.57%
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice,33,6.57%
BusinessAcquisitionProFormaNetIncomeLoss,33,6.57%
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,33,6.57%
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseRestructuringCharges,33,6.57%
IndefinitelivedIntangibleAssetsAcquired,33,6.57%
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsReductionsSecuritiesSold,33,6.57%
RestructuringReserveSettledWithoutCash,33,6.57%
ProceedsFromHedgeFinancingActivities,33,6.57%
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,33,6.57%
SegmentReportingInformationRevenueFromExternalCustomers,33,6.57%
EffectOfLIFOInventoryLiquidationOnIncome,33,6.57%
NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets,33,6.57%
LandAndLandImprovements,33,6.57%
IncreaseDecreaseInPensionPlanObligations,33,6.57%
OtherComprehensiveIncomeLossBeforeReclassificationsTax,33,6.57%
AssetsHeldForSaleLongLived,33,6.57%
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPortionAttributableToParent,33,6.57%
TaxesExcludingIncomeAndExciseTaxes,33,6.57%
ProceedsFromSaleOfIntangibleAssets,33,6.57%
DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,33,6.57%
DerivativeLiabilityFairValueGrossLiabilityIncludingNotSubjectToMasterNettingArrangement,33,6.57%
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,33,6.57%
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,33,6.57%
DeferredTaxAssetsHedgingTransactions,33,6.57%
IncrementalCommonSharesAttributableToContingentlyIssuableShares,33,6.57%
EffectiveIncomeTaxRateReconciliationGiltiPercent,33,6.57%
DebtInstrumentConvertibleConversionPrice1,33,6.57%
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,33,6.57%
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,33,6.57%
ContractWithCustomerPerformanceObligationSatisfiedInPreviousPeriod,33,6.57%
DeferredTaxAssetsGrossCurrent,33,6.57%
OccupancyNet,33,6.57%
AccruedInsuranceCurrent,33,6.57%
InterestReceivable,33,6.57%
RestrictedCashAndInvestmentsNoncurrent,32,6.37%
DisposalGroupIncludingDiscontinuedOperationIntangibleAssets,32,6.37%
DeferredGainLossOnDiscontinuationOfInterestRateFairValueHedge,32,6.37%
IncomeTaxExaminationInterestExpense,32,6.37%
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageRemainingContractualTerm,32,6.37%
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,32,6.37%
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFour,32,6.37%
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,32,6.37%
LongTermDebtAndCapitalLeaseObligationsRepaymentsOfPrincipalInNextTwelveMonths,32,6.37%
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearFive,32,6.37%
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearThree,32,6.37%
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,32,6.37%
ForeignCurrencyTransactionLossBeforeTax,32,6.37%
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,32,6.37%
ReinsuranceRecoverables,32,6.37%
IncomeLossFromSubsidiariesNetOfTax,32,6.37%
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsAdditionsNoPreviousImpairment,32,6.37%
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsAdditionsAdditionalCreditLosses,32,6.37%
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,32,6.37%
OperatingLeasesIncomeStatementSubleaseRevenue,32,6.37%
RecordedUnconditionalPurchaseObligationDueInSecondYear,32,6.37%
TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiability,32,6.37%
BusinessAcquisitionSharePrice,32,6.37%
EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss,32,6.37%
EquitySecuritiesFvNiUnrealizedGain,32,6.37%
AccretionAmortizationOfDiscountsAndPremiumsInvestments,32,6.37%
UnrealizedGainLossOnCashFlowHedgingInstruments,32,6.37%
AccountsReceivableGross,32,6.37%
PaymentsForCapitalImprovements,32,6.37%
AccruedSalariesCurrent,32,6.37%
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,32,6.37%
CapitalizedComputerSoftwareAccumulatedAmortization,32,6.37%
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFour,32,6.37%
LesseeOperatingLeaseLiabilityPaymentsDueAfterRollingYearFive,32,6.37%
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFive,32,6.37%
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearThree,32,6.37%
LeaseIncome,32,6.37%
GainsLossesOnSalesOfAssets,32,6.37%
LineOfCreditFacilityCommitmentFeePercentage,32,6.37%
SharesIssued,32,6.37%
IncomeTaxReconciliationMinorityInterestIncomeExpense,32,6.37%
DefinedBenefitPlanExpectedFutureEmployerContributionsRemainderOfFiscalYear,32,6.37%
StockIssuedDuringPeriodValueEmployeeBenefitPlan,32,6.37%
LossContingencyNumberOfPlaintiffs,32,6.37%
GainLossOnFairValueHedgesRecognizedInEarnings,32,6.37%
HedgedLiabilityFairValueHedgeCumulativeIncreaseDecrease,32,6.37%
EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsAmount,32,6.37%
BusinessCombinationBargainPurchaseGainRecognizedAmount,32,6.37%
LossContingencyAccrualCarryingValueCurrent,32,6.37%
RestructuringReservePeriodIncreaseDecrease,31,6.18%
EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentCumulativeAmount,31,6.18%
RestructuringReserveAcceleratedDepreciation,31,6.18%
ShareBasedCompensationArrangementByShareBasedPaymentAwardMaximumEmployeeSubscriptionRate,31,6.18%
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnfundedCommittments,31,6.18%
DebtSecuritiesAvailableForSaleUnrealizedLossPositionNumberOfPositions,31,6.18%
AccruedInvestmentIncomeReceivable,31,6.18%
FairValueInputsDiscountRate,31,6.18%
ProceedsFromSaleOfTreasuryStock,31,6.18%
RecordedUnconditionalPurchaseObligationDueInThirdYear,31,6.18%
EquitySecuritiesFvNiUnrealizedLoss,31,6.18%
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent,31,6.18%
SegmentReportingInformationIntersegmentRevenue,31,6.18%
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,31,6.18%
PaymentsToAcquireOtherPropertyPlantAndEquipment,31,6.18%
DueToRelatedPartiesCurrentAndNoncurrent,31,6.18%
HeldToMaturitySecuritiesDebtMaturitiesWithinOneYearFairValue,31,6.18%
DebtAndEquitySecuritiesGainLoss,31,6.18%
IncomeTaxReconciliationTaxCreditsInvestment,31,6.18%
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearTwo,31,6.18%
DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,31,6.18%
DeferredTaxAssetsInvestmentInSubsidiaries,31,6.18%
OtherLiabilitiesFairValueDisclosure,31,6.18%
IncreaseDecreaseInTradingSecurities,31,6.18%
VariableInterestEntityConsolidatedCarryingAmountLiabilities,31,6.18%
OtherPaymentsToAcquireBusinesses,31,6.18%
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,31,6.18%
DeferredRentCreditNoncurrent,31,6.18%
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,31,6.18%
DefinedBenefitPlanTargetAllocationPercentageOfAssetsOther,31,6.18%
DerivativeAssetFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,31,6.18%
DerivativeLiabilityFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,31,6.18%
OtherComprehensiveIncomeLossTaxPortionAttributableToParent,31,6.18%
UnrealizedGainLossOnInterestRateCashFlowHedgesPretaxAccumulatedOtherComprehensiveIncomeLoss,31,6.18%
LossContingencyDamagesAwardedValue,31,6.18%
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,31,6.18%
DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration,31,6.18%
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOtherIncreasesDecreasesInPeriod,30,5.98%
CapitalizedComputerSoftwareAdditions,30,5.98%
RepaymentsOfOtherShortTermDebt,30,5.98%
ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths,30,5.98%
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalAfterYearFive,30,5.98%
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,30,5.98%
NotionalAmountOfCashFlowHedgeInstruments,30,5.98%
PremiumsEarnedNet,30,5.98%
PurchaseCommitmentRemainingMinimumAmountCommitted,30,5.98%
RecordedUnconditionalPurchaseObligation,30,5.98%
DefinedBenefitPlanAmountsThatWillBeAmortizedFromAccumulatedOtherComprehensiveIncomeLossInNextFiscalYear,30,5.98%
ProceedsFromRepaymentsOfOtherLongTermDebt,30,5.98%
DerivativeNetHedgeIneffectivenessGainLoss,30,5.98%
BusinessAcquisitionCostOfAcquiredEntityEquityInterestsIssuedAndIssuable,30,5.98%
OtherComprehensiveIncomeLossNetInvestmentHedgeGainLossBeforeReclassificationAndTax,30,5.98%
LIFOInventoryAmount,30,5.98%
NotesIssued1,30,5.98%
AmortizationOfAcquiredIntangibleAssets,30,5.98%
RegulatoryAssetsNoncurrent,30,5.98%
RegulatoryLiabilityCurrent,30,5.98%
